"ID odgovora","Datum prosleđivanja","Poslednja strana","Početni jezik","Datum početka","Datum poslednje akcije","IP adresa","Molimo vas da označite svoj pol. []","Molimo Vas da označite svoju ulogu u današnjoj poseti veb-sajta Odseka. []","Koliko često posećujete veb-sajt Odseka za psihologiju? []","Koliko vremena provedete na veb-sajtu Odseka prilikom tipične posete? []","Kakav je vaš opšti utisak vezan za korišćenje veb-sajta Odseka za psihologiju? []","{if(is_empty(hidden), rand(1, 100), hidden)}","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa nekoliko narednih tvrdnji.  Opšti izgled i dizajn veb-sajta je atraktivan []","Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja. []","Uvek znam gde mogu da pronađem informaciju koju tražim. []","Bilo mi je lako da naučim kako da se krećem kroz veb-sajt. []","Informacije koje se nude na veb-sajtu su korisne, potpune i jasne. []","Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje. []","Opis ponuđen na stranicama izbornih kurseva mi je veoma koristan prilikom odabira predmeta. []","U odeljku Aktuelnosti i vesti pronalazim korisne informacije. []","Informacije koje se nude na veb-sajtu se redovno ažuriraju. []","Lako i brzo mogu da rezervišem termin za eksperimente. []","Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt. []","Zadovoljan sam brzinom učitavanja stranica veb-sajta. []","Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara. []","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa nekoliko narednih tvrdnji.  Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja. []","Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt. []","Bilo mi je lako da naučim kako da se krećem kroz veb-sajt. []","Opšti izgled i dizajn veb-sajta je atraktivan. []","Informacije koje se nude na veb-sajtu su korisne, potpune i jasne. []","Informacije koje se nude na veb-sajtu se redovno ažuriraju. []","Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara. []","Opis ponuđen na stranicama izbornih kurseva mi je veoma koristan prilikom odabira predmeta. []","Uvek znam gde mogu da pronađem informaciju koju tražim. []","U odeljku Aktuelnosti i vesti pronalazim korisne informacije. []","Lako i brzo mogu da rezervišem termin za eksperimente. []","Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje. []","Zadovoljan sam brzinom učitavanja stranica veb-sajta. []","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Ukupno vreme","Vreme grupe: Molim Vas odgovorite na sledeća pitanja","Vreme pitanja: DemografskePol","Vreme pitanja: Demografske","Vreme pitanja: zaAnalytics1","Vreme pitanja: vreme","Vreme pitanja: zaAnalzticsMozda","Vreme pitanja: hidden","Vreme grupe: Molim Vas obeležite stepen slaganja na sledeća pitanja.","Vreme pitanja: b","Vreme pitanja: b2","Vreme pitanja: b3","Vreme pitanja: b4","Vreme pitanja: b5","Vreme pitanja: b6","Vreme pitanja: b7","Vreme pitanja: b8","Vreme pitanja: b9","Vreme pitanja: b10","Vreme pitanja: b11","Vreme pitanja: b12","Vreme pitanja: b13","Vreme grupe: Molim Vas obeležite stepen slaganja na sledeća pitanja.","Vreme pitanja: b2","Vreme pitanja: b11","Vreme pitanja: b4","Vreme pitanja: b","Vreme pitanja: b5","Vreme pitanja: b9","Vreme pitanja: b13","Vreme pitanja: b7","Vreme pitanja: b3","Vreme pitanja: b8","Vreme pitanja: b10","Vreme pitanja: b6","Vreme pitanja: b12","Vreme grupe: Molim Vas napišite Vaš odgovor na sledeća pitanja.","Vreme pitanja: textboxPrvi","Vreme pitanja: textboxDrugi","Vreme pitanja: textboxTreci","Vreme pitanja: textboxPrvimali","Vreme pitanja: textboxDrugimali","Vreme pitanja: textboxTrecimali"
"230","","34","sr-Latn","2019-12-10 14:46:18","2019-12-10 14:48:28","109.245.33.130","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Veoma pozitivan","84","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Potpuno se slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","139.9","","2.11","2.86","21.25","12.7","11.65","","","","","","","","","","","","","","","","","7.75","3.93","3.99","2.76","9.01","6.31","5.07","6.29","9.58","6.73","5.48","4.61","2.58","","6.14","9.1","","","",""
"231","2019-12-11 13:22:39","38","sr-Latn","2019-12-11 13:19:56","2019-12-11 13:22:39","89.110.195.107","Ženski","Drugo","Ovo mi je prvi put","Manje od 5 minuta","Neutralan","98","","","","","","","","","","","","","","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Potpuno se slažem","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Potpuno se slažem","","","","","","","176.32","","12.58","17.68","9.2","8.57","8.49","","","","","","","","","","","","","","","","","20.55","5.42","5.16","7.35","4.62","4.68","9.7","13.57","8.11","6.48","4.77","4.9","5.31","","9.38","5.53","4.27","","",""
"232","2019-12-11 17:11:38","38","sr-Latn","2019-12-11 17:09:13","2019-12-11 17:11:38","93.86.141.5","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Veoma pozitivan","8","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Potpuno se slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","154.07","","3.55","5.68","9.78","7.7","11.35","","","14.69","7.21","4.57","6.37","4.8","6.01","15.04","4.55","5.58","8.13","5.81","8.19","7.01","","","","","","","","","","","","","","","","","","","8.36","5.15","4.54"
"233","2019-12-11 21:48:57","38","sr-Latn","2019-12-11 21:44:35","2019-12-11 21:48:57","212.200.181.152","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","78","","","","","","","","","","","","","","Neodlučan/na sam","Uglavnom se ne slažem","Neodlučan/na sam","Uopšte se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Uopšte se ne slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","Sajt izgleda dosta tmuran sa odabirom boja, obaveštenja bi mogla da se razvrstavaju po godinama ili makar da budu konkretno napisana za koju godinu je reč jer nekada postoje neka preklapanja.","","","","273.14","","3.67","9.59","6.19","3.98","8.56","","","","","","","","","","","","","","","","","8.49","7.89","8.77","3.8","7.36","10.02","6.63","8.16","3.28","5.7","7.21","4.18","3.05","","6.44","5.24","144.93","","",""
"234","2019-12-11 21:54:52","38","sr-Latn","2019-12-11 21:52:03","2019-12-11 21:54:52","77.243.27.116","Ženski","Budući student Odseka","Nekoliko puta mesečno","Između 15 i 30 minuta","Uglavnom pozitivan","81","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","181.33","","22.89","11.36","10.79","6.23","6.72","","","","","","","","","","","","","","","","","10.26","6.24","4.68","5.64","4.33","5.91","11.33","15.23","5.36","4.47","4.51","18.41","3.78","","6.88","11.68","4.63","","",""
"235","2019-12-12 16:20:23","38","sr-Latn","2019-12-12 16:18:27","2019-12-12 16:20:23","109.245.74.157","Muški","Student Odseka","Nekoliko puta mesečno","Manje od 5 minuta","Veoma pozitivan","94","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","","","","","","","128.44","","8.21","6.73","7.57","8.53","9.03","","","","","","","","","","","","","","","","","10.77","4.25","2.76","6.24","9.67","5.72","7.8","6.99","5.45","5.69","5.45","4.96","2.7","","3.85","4.22","1.85","","",""
"237","2019-12-12 21:18:24","38","sr-Latn","2019-12-12 21:09:51","2019-12-12 21:18:24","109.245.33.114","Ženski","Budući student Odseka","Ovo mi je prvi put","Manje od 5 minuta","Neutralan","54","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Potpuno se slažem","Uopšte se ne slažem","Uglavnom se slažem","uglavnom se slažem","г","сдф","гфд","","","","522.49","","8.09","4.09","3.3","2.52","4.22","","","","","","","","","","","","","","","","","22.78","17.3","297.01","5.01","7.36","7.2","6.22","7.55","7.6","6.46","7.17","10.49","8.61","","72.89","10.97","5.65","","",""
"238","","4","sr-Latn","2019-12-12 23:10:49","2019-12-12 23:11:07","213.198.226.117","Muški","Budući student Odseka","Nekoliko puta mesečno","Između 15 i 30 minuta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.83","","6.14","5.41","6.39","2.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239","","22","sr-Latn","2019-12-13 01:44:09","2019-12-13 01:45:12","77.243.22.78","Ženski","Student Odseka","Barem jednom nedeljno","Između 15 i 30 minuta","Veoma pozitivan","88","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","65.37","","4","8.69","8.26","10.2","6.14","","","","","","","","","","","","","","","","","17.52","6.52","4.04","","","","","","","","","","","","","","","","",""
"240","2019-12-14 12:06:11","38","sr-Latn","2019-12-14 12:03:56","2019-12-14 12:06:11","37.19.105.26","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom negativan","90","","","","","","","","","","","","","","Uglavnom se ne slažem","Uglavnom se ne slažem","Uglavnom se slažem","Uopšte se ne slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se ne slažem","Uopšte se ne slažem","Uglavnom se ne slažem","Uglavnom se slažem","uglavnom se slažem","","","","","","","142.4","","3.12","6.14","6.86","7.13","8.48","","","","","","","","","","","","","","","","","13.08","6.07","7.19","5.47","9.48","9.29","5.94","12.16","5.59","4.13","7.55","4.61","4.21","","6.06","6.48","3.36","","",""
"241","2019-12-14 20:25:41","38","sr-Latn","2019-12-14 20:23:09","2019-12-14 20:25:41","109.92.69.4","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","98","","","","","","","","","","","","","","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Neodlučan/na sam","Neodlučan/na sam","Uopšte se ne slažem","Neodlučan/na sam","uglavnom se slažem","","","","","","","161.8","","2.22","23.57","7.52","8.34","6.36","","","","","","","","","","","","","","","","","9.52","8.41","5.21","5.85","7.95","5.12","8.4","15.36","5.25","7.88","6.13","5.99","3.03","","7.25","5.72","6.72","","",""
"242","2019-12-16 16:13:13","38","sr-Latn","2019-12-16 16:10:54","2019-12-16 16:13:13","147.91.172.81","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Veoma pozitivan","70","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","148.18","","2.66","9.88","8.29","9.71","4.84","","","","","","","","","","","","","","","","","9.4","6.23","8.31","3.24","5.61","7.41","4.15","22.46","5.06","5.63","5.37","4.58","3.32","","4.73","14.1","3.2","","",""
"243","2019-12-24 15:02:39","38","sr-Latn","2019-12-24 15:00:26","2019-12-24 15:02:39","178.253.227.64","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","73","","","","","","","","","","","","","","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Nedolučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","145","","3.33","8.65","5.94","8.34","5.33","","","","","","","","","","","","","","","","","9.33","5.86","4.07","3.84","8.84","16.39","9.22","11.05","2.79","4.95","8.88","6.18","5.49","","5.2","7.65","3.67","","",""
"244","2019-12-28 13:24:48","38","sr-Latn","2019-12-28 13:22:23","2019-12-28 13:24:48","87.116.181.55","Muški","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","54","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Potpuno se slažem","","","","","","","156.85","","5.58","15.72","9.74","10.22","9.72","","","","","","","","","","","","","","","","","11.8","5.77","5.1","5.07","3.82","3.91","4.8","9.69","8.51","4.12","11.35","12.3","4.26","","5.33","6.51","3.53","","",""
"245","","4","sr-Latn","2020-01-07 22:26:13","2020-01-07 22:26:43","62.4.55.168","Ženski","Budući student Odseka","Ovo mi je prvi put","Između 5 i 15 minuta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","","2.84","5.36","4.14","8.28","4.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246","2020-01-08 13:52:10","38","sr-Latn","2020-01-08 13:39:49","2020-01-08 13:52:10","188.2.81.215","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Neutralan","25","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","uglavnom se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","750.71","","3.67","6.44","305.3","8.44","6.52","","","12.96","5.79","6.56","7.15","3.87","4.7","124.32","5.4","5.2","4.76","5.25","3.29","6.16","","","","","","","","","","","","","","","","","","","4.91","217.6","2.42"
"247","","","sr-Latn","2020-01-11 21:54:22","2020-01-11 21:54:22","212.200.101.237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248","","3","sr-Latn","2020-01-12 17:40:49","2020-01-12 17:41:13","109.92.154.4","Ženski","Student Odseka","Nekoliko puta mesečno","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.56","","17.86","6.26","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249","","","sr-Latn","2020-01-14 19:33:22","2020-01-14 19:33:22","95.85.135.249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250","2020-01-15 12:58:02","38","sr-Latn","2020-01-15 12:56:57","2020-01-15 12:58:02","147.91.172.81","Ženski","Student Odseka","Nekoliko puta u semestru","Između 5 i 15 minuta","Uglavnom pozitivan","35","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","72.38","","8.49","3.02","1.26","4.27","4.06","","","5.46","3.51","2.49","2.25","1.96","1.47","3.29","2.98","2.63","4.13","8","2.56","2.52","","","","","","","","","","","","","","","","","","","2.73","2.77","2.53"
"251","2020-01-20 21:19:52","38","sr-Latn","2020-01-20 21:15:21","2020-01-20 21:19:52","178.221.139.179","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Neutralan","59","","","","","","","","","","","","","","Neodlučan/na sam","Potpuno se slažem","Uglavanom se ne slažem","Uglavnom se ne slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se slažem","Uglavnom se slažem","uglavnom se slažem","","","Dizajn sajta estetski urediti","","","","285.44","","10.17","26.56","7.3","4.67","7.24","","","","","","","","","","","","","","","","","24.71","13","15.32","8.68","7.36","5.16","13.71","14.02","6.15","4.56","5.11","4.19","3.27","","21.49","58.84","23.93","","",""
"252","","6","sr-Latn","2020-01-22 13:56:48","2020-01-22 13:57:48","109.245.111.150","Muški","Drugo","Ovo mi je prvi put","Manje od 5 minuta","Neutralan","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.02","","2.33","4.67","7.26","3.67","3.92","","","43.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253","2020-01-22 14:18:36","38","sr-Latn","2020-01-22 14:16:37","2020-01-22 14:18:36","87.116.175.54","Ženski","Student Odseka","Barem jednom nedeljno","Između 15 i 30 minuta","Veoma pozitivan","11","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","uglavnom se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","130.55","","2","13.42","6.88","6.86","7.09","","","9.77","8.1","9.61","4.54","3.84","4.39","5.08","3.34","3.26","5.8","4.24","4.54","16.51","","","","","","","","","","","","","","","","","","","5.02","2.83","3.43"
"254","2020-01-22 16:25:53","38","sr-Latn","2020-01-22 16:24:36","2020-01-22 16:25:53","178.222.148.45","Ženski","Student Odseka","Ovo mi je prvi put","Između 5 i 15 minuta","Uglavnom pozitivan","3","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","85.66","","3.32","16.81","7.27","4.44","5.17","","","9.49","6.7","3.98","2.98","1.4","1.56","1.71","4.01","1.57","1.6","1.39","1.47","2.37","","","","","","","","","","","","","","","","","","","3.58","2.66","2.18"
"255","","15","sr-Latn","2020-01-25 00:23:20","2020-01-25 00:25:19","178.79.48.37","Muški","Drugo","Barem jednom nedeljno","Manje od 5 minuta","Veoma pozitivan","4","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Neodlučan/na sam","","","","","","","","","","","","","","","","","","","","","","","","124","","3.25","4.3","10.97","8.04","6.92","","","24.67","8.12","8.05","4.13","9.46","8.75","12.31","8.1","6.93","","","","","","","","","","","","","","","","","","","","","","","","",""
"256","","12","sr-Latn","2020-01-29 12:01:07","2020-01-29 12:01:45","188.2.12.186","Ženski","Drugo","Ovo mi je prvi put","Između 5 i 15 minuta","Veoma pozitivan","50","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","","","","","","","","42.96","","3.21","5.12","3.55","3.96","5.37","","","8.55","3.37","2.68","3.08","2.11","1.96","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257","2020-01-30 18:52:05","38","sr-Latn","2020-01-30 18:51:21","2020-01-30 18:52:05","87.116.181.129","Muški","Drugo","Nekoliko puta mesečno","Između 5 i 15 minuta","Uglavnom pozitivan","80","","","","","","","","","","","","","","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","uglavnom se slažem","","","","","","","53.86","","3.67","12.54","8.12","3.1","2.8","","","","","","","","","","","","","","","","","7.85","2.38","0.82","1.23","0.61","1","0.37","0.77","1.27","0.74","1.21","0.66","1.08","","1.61","1.23","0.8","","",""
"258","2020-02-01 10:18:23","38","sr-Latn","2020-02-01 10:16:46","2020-02-01 10:18:23","109.92.79.240","Ženski","Drugo","Ovo mi je prvi put","Manje od 5 minuta","Neutralan","72","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","106.91","","2.97","5.44","4.84","4.1","5.77","","","","","","","","","","","","","","","","","11.23","4.87","2.98","2.42","2.7","2.42","10.88","5.23","13.18","2.58","2.94","9.74","2.65","","4.49","3.07","2.41","","",""
"259","","21","sr-Latn","2020-02-03 16:53:52","2020-02-03 16:54:29","37.122.184.85","Ženski","Budući student Odseka","Ovo mi je prvi put","Manje od 5 minuta","Neutralan","59","","","","","","","","","","","","","","Neodlučan/na sam","Neodlučan/na sam","","","","","","","","","","","","","","","","","","40.26","","4.41","5.33","12.06","5.32","5.87","","","","","","","","","","","","","","","","","4.23","3.04","","","","","","","","","","","","","","","","","",""
"260","2020-02-03 23:35:01","38","sr-Latn","2020-02-03 23:34:01","2020-02-03 23:35:01","109.245.39.136","Ženski","Budući student Odseka","Nekoliko puta u semestru","Između 5 i 15 minuta","Uglavnom pozitivan","9","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","70.45","","3.31","9.8","6.92","4.5","4.21","","","7.09","3.69","3.8","4.2","2.39","2.14","0.94","1.87","1.64","1.41","0.98","0.61","1.19","","","","","","","","","","","","","","","","","","","4","2.68","3.08"
"261","","","sr-Latn","2020-02-04 19:33:58","2020-02-04 19:33:58","178.222.191.107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262","2020-02-10 01:08:17","38","sr-Latn","2020-02-10 01:05:46","2020-02-10 01:08:17","109.92.194.66","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Uglavnom pozitivan","81","","","","","","","","","","","","","","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Neodlučan/na sam","Uglavnom se slažem","Potpuno se slažem","Nedolučan/na sam","Neodlučan/na sam","Neodlučan/na sam","Uglavnom se slažem","Neodlučan/na sam","Potpuno se slažem","Potpuno se slažem","","","","","","","162.39","","4.04","8.64","11.14","9.59","7.86","","","","","","","","","","","","","","","","","22.07","10.69","5.93","6.34","7.35","4.91","9.55","7.42","5.84","5.37","8.44","5.44","4.22","","6.61","5.76","5.18","","",""
